No. Orden,N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Ruta,Year.1,Quarter.1,Month.1,Day.1,RESIDENTE/FIJO,time,viabilidad,veces_obj,pagofinal
71406,09HB331956,2019,Qtr 2,April,22,CORRECTIVO,0.35,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,1,0,0,0,0
71410,0B2R088357,2019,Qtr 2,April,22,CORRECTIVO,0.2166667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,COLIMA,2019,Qtr 2,April,22,1,5,0,0,0
71418,5AV814873,2019,Qtr 2,April,22,CORRECTIVO,0.01666667,A4 Color Laser MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Color Laser MFPs,GUANAJUATO,2019,Qtr 2,April,23,0,70,1.05,0.003333334,750.75
71425,09HB332003,2019,Qtr 2,April,22,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,22,NA,62,0,0,0
71426,0Y4X848732,2019,Qtr 2,April,22,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,22,1,38,0,0,0
71427,0RXD143457,2019,Qtr 2,April,22,MANTENIMIENTO PREVENTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,23,0,14,0,0,715
71429,0C4X011068,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,TAMAULIPAS,2019,Qtr 2,April,23,0,22,0,0,715
71430,0BG2947925,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,23,0,20,0,0,1573
71435,0BG2939611,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,23,0,5,0,0,1573
71442,0EX9293386,2019,Qtr 2,April,23,CORRECTIVO,0.7166666,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,23,0,8,0.6,0.14333332,819
71454,0C7X225095,2019,Qtr 2,April,23,CORRECTIVO,2.433333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,25,0,69,1.05,0.4866666,750.75
71456,0EX9293351,2019,Qtr 2,April,23,CORRECTIVO,1.933333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,23,0,64,1.1,0.3866666,1501.5
71457,0XPN548251,2019,Qtr 2,April,23,CORRECTIVO,1.9,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,23,0,63,1.15,0.475,1808.95
71459,0Y4X848752,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,23,1,11,0,0,0
71460,0BG2947153,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,CHIHUAHUA,2019,Qtr 2,April,23,0,25,0,0,1573
71463,09HB331897,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,1,1,0,0,0
71465,0EX9297565,2019,Qtr 2,April,23,CORRECTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,23,0,25,0.8,0,1092
71479,0EX9293387,2019,Qtr 2,April,23,CORRECTIVO,0.8333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,26,0,8,0.6,0.16666666,819
71485,09HB331980,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,1,18,0,0,0
71488,09HB331423,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,21,0,0,0
71489,09HB331838,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,NA,27,0,0,0
71490,09HB331581,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,46,0,0,0
71493,09HB331436,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,14,0,0,0
71495,09HB331380,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,30,NA,28,0,0,0
71496,09HB331462,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,13,0,0,0
71497,09HB332049,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,47,0,0,0
71498,09HB331429,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0.4166667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,28,0,0,0
71500,09HB331490,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0.4333333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,13,0,0,0
71502,09HB331758,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,6,0,0,0
71503,09HB331572,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,NA,62,0,0,0
71504,09HB332003,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,30,NA,1,0,0,0
71505,09HB331501,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,39,0,0,0
71506,09HB331367,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,NA,62,0,0,0
71507,09HB332048,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,56,0,0,0
71508,09HB331365,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,34,0,0,0
71509,09HB331828,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,NA,18,0,0,0
71513,0LX5822381,2019,Qtr 2,April,23,CORRECTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,23,0,12,0.6,0,819
71515,0BB1564112,2019,Qtr 2,April,23,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,23,0,0,1.05,0,750.75
71517,0X76373202,2019,Qtr 2,April,23,CORRECTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,23,0,104,1.1,0,1501.5
71518,0D6X470918,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,COAHUILA,2019,Qtr 2,April,23,NA,33,0,0,0
71521,0EX9293087,2019,Qtr 2,April,23,CORRECTIVO,2.8,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,23,0,32,1.05,0.56,1433.25
71522,09HB331548,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,19,0,0,0
71523,0Y4X849017,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,29,1,19,0,0,0
71524,0EX9293121,2019,Qtr 2,April,23,CORRECTIVO,3.416667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,23,0,7,0.6,0.6833334,819
71525,09HB333888,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,NA,8,0,0,0
71527,03AG882104,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,29,0,34,0,0,1365
71528,09HB331586,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,19,0,0,0
71535,0BG1001361,2019,Qtr 2,April,23,CORRECTIVO,0.9,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,CHIHUAHUA,2019,Qtr 2,April,24,0,39,1.1,0.225,1730.3
71537,0AE9566035,2019,Qtr 2,April,23,CORRECTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,24,0,110,1.1,0,1501.5
71541,0Y4X826347,2019,Qtr 2,April,23,CORRECTIVO,1.85,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,TAMAULIPAS,2019,Qtr 2,April,30,0,69,1.1,0.37,1501.5
71542,0C7X239181,2019,Qtr 2,April,23,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,23,1,41,0,0,0
71543,0BPB110653,2019,Qtr 2,April,23,CORRECTIVO,3.683333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,High End Cut Sheet,JALISCO,2019,Qtr 2,April,24,NA,20,0,0,0
71556,06HB014103,2019,Qtr 2,April,23,CORRECTIVO,2.1,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,23,0,4,0,0.42,0
71558,0A2T143867,2019,Qtr 2,April,23,CORRECTIVO,1.933333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,23,NA,0,0,0,0
71562,09HB331486,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0.05,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,1,41,0,0,0
71563,09HB331464,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0.03333334,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,29,NA,19,0,0,0
71564,09HB331557,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0.05,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,NA,43,0,0,0
71565,09HB331590,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0.03333334,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,NA,25,0,0,0
71569,09HB332006,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,NA,15,0,0,0
71570,09HB332045,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,30,1,29,0,0,0
71571,02TX062449,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,23,0,33,0,0,1365
71572,0Y4X848978,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,23,1,27,0,0,0
71574,0XEL555336,2019,Qtr 2,April,23,CORRECTIVO,0.8666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,SAN LUIS POTOSI,2019,Qtr 2,April,23,0,14,0.6,0.17333334,819
71576,09HB331499,2019,Qtr 2,April,23,CORRECTIVO,2.733333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,25,NA,43,0,0,0
71579,0A1H021675,2019,Qtr 2,April,23,CORRECTIVO,2.216667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,SAN LUIS POTOSI,2019,Qtr 2,April,23,0,334,1.15,0.55416675,1808.95
71581,0C7X246862,2019,Qtr 2,April,23,CORRECTIVO,1.466667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,25,0,85,1.05,0.2933334,750.75
71583,0C4X008138,2019,Qtr 2,April,23,CORRECTIVO,4.066667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,MICHOACAN,2019,Qtr 2,April,23,NA,341,0,0,0
71591,0C7X246885,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,23,NA,6,0,0,0
71592,09HB320526,2019,Qtr 2,April,23,CORRECTIVO,2.35,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,TAMAULIPAS,2019,Qtr 2,April,24,NA,0,0,0,0
71603,0Y4X849031,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,1,6,0,0,0
71604,0BG0974960,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,High End Cut Sheet,JALISCO,2019,Qtr 2,April,23,NA,18,0,0,0
71605,09HB331956,2019,Qtr 2,April,23,CONFIGURACION,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,23,1,-1,0,0,0
71606,0VMA558357,2019,Qtr 2,April,23,CORRECTIVO,0.3,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,30,1,180,0,0,0
71608,0VGW632064,2019,Qtr 2,April,23,CORRECTIVO,0,A3 Professional Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Entry Production Color Low/Mid,CHIHUAHUA,2019,Qtr 2,April,23,0,14,0.6,0,819
71613,09HB317209,2019,Qtr 2,April,23,CORRECTIVO,0.8833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,23,0,173,1.05,0.17666666,750.75
71620,03AG873545,2019,Qtr 2,April,23,CORRECTIVO,0.7166666,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,QUERETARO,2019,Qtr 2,April,23,0,12,0.6,0.14333332,819
71627,0LX5697800,2019,Qtr 2,April,23,CORRECTIVO,2.466667,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,26,0,19,0.8,0.4933334,1092
71628,0EX9293385,2019,Qtr 2,April,23,CORRECTIVO,1.566667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,QUERETARO,2019,Qtr 2,April,23,0,20,0.8,0.3133334,1092
71629,0AGD461919,2019,Qtr 2,April,23,CORRECTIVO,0.7166666,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,23,0,48,1.1,0.17916665,1730.3
71631,03AG877337,2019,Qtr 2,April,23,CORRECTIVO,0.1,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,24,1,28,0,0,0
71634,0EX9297293,2019,Qtr 2,April,23,CORRECTIVO,0.7666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,COAHUILA,2019,Qtr 2,April,24,0,22,0.8,0.15333334,1092
71636,0BG2946876,2019,Qtr 2,April,23,CORRECTIVO,0.5333334,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,24,0,1,0.2,0.13333335,314.6
71637,0A1H020600,2019,Qtr 2,April,23,CORRECTIVO,0.4666667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,GUANAJUATO,2019,Qtr 2,April,24,0,7,0.8,0.116666675,1258.4
71641,0D6X452141,2019,Qtr 2,April,23,CORRECTIVO,0.1166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,24,0,28,0.6,0.02333334,429
71643,0A2T382396,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,24,0,34,0,0,715
71648,0LA8444144,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,24,0,43,0,0,715
71649,0PW4111396,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,COAHUILA,2019,Qtr 2,April,24,0,8,0,0,1573
71650,0C4X011834,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,24,0,23,0,0,715
71652,0AGE474522,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,TAMAULIPAS,2019,Qtr 2,April,24,0,9,0,0,1573
71659,0XPN546684,2019,Qtr 2,April,24,CORRECTIVO,3.85,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,MICHOACAN,2019,Qtr 2,April,24,0,148,1.15,0.9625,1808.95
71667,0BG2947468,2019,Qtr 2,April,24,CORRECTIVO,0.7833334,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,SAN LUIS POTOSI,2019,Qtr 2,April,24,0,125,1.15,0.19583335,1808.95
71669,0XPN547501,2019,Qtr 2,April,24,CORRECTIVO,2.416667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,SAN LUIS POTOSI,2019,Qtr 2,April,24,0,29,1.05,0.60416675,1651.65
71671,0A1H021665,2019,Qtr 2,April,24,CORRECTIVO,1.566667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,QUERETARO,2019,Qtr 2,April,24,0,29,1.05,0.39166675,1651.65
71673,0AGD460903,2019,Qtr 2,April,24,CORRECTIVO,2.233333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,WF Mono Systems and Legacy Color,ESTADO DE MEXICO,2019,Qtr 2,April,24,NA,71,0,0,0
71675,0XLT278481,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,24,0,8,0,0,715
71686,03AG880350,2019,Qtr 2,April,24,CORRECTIVO,2.083333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,24,0,35,1.05,0.4166666,1433.25
71697,0A2T382396,2019,Qtr 2,April,24,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,24,0,0,1.05,0,750.75
71699,0XLT993509,2019,Qtr 2,April,24,CORRECTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,24,0,127,1.05,0,750.75
71700,0Y4X846817,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,24,1,9,0,0,0
71703,0E2B665653,2019,Qtr 2,April,24,CORRECTIVO,3.116667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,25,0,2,0.2,0.77916675,314.6
71707,09HB331745,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,25,1,75,0,0,0
