N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Cliente,Ruta,Year.1,Quarter.1,Month.1,Day.1,time,viabilidad,veces_obj,pagofinal
0XPN548347,2019,Qtr 2,April,22,CORRECTIVO,2.9,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,24,125,1.15,0.725,1808.95
0Y4X842481,2019,Qtr 2,April,22,CORRECTIVO,1.9,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,25,314,1.1,0.38,1501.5
0Y4X846822,2019,Qtr 2,April,22,CORRECTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,160,1.1,0,1501.5
5AV814873,2019,Qtr 2,April,22,CORRECTIVO,0.01666667,A4 Color Laser MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,23,71,1.05,0.003333334,750.75
03AG873545,2019,Qtr 2,April,23,CORRECTIVO,0.7166666,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,23,14,0.6,0.14333332,819
06HB014103,2019,Qtr 2,April,23,CORRECTIVO,2.1,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,5,0,0.42,0
09HB317209,2019,Qtr 2,April,23,CORRECTIVO,0.8833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,189,1.05,0.17666666,750.75
0A1H020600,2019,Qtr 2,April,23,CORRECTIVO,0.4666667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,24,8,0.8,0.116666675,1258.4
0A1H021675,2019,Qtr 2,April,23,CORRECTIVO,2.216667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,SAN LUIS POTOSI,2019,Qtr 2,April,23,337,1.15,0.55416675,1808.95
0A2T382396,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,35,0,0,715
0AE9566035,2019,Qtr 2,April,23,CORRECTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,110,1.1,0,1501.5
0AGD461919,2019,Qtr 2,April,23,CORRECTIVO,0.7166666,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,23,48,1.1,0.17916665,1730.3
0BB1564112,2019,Qtr 2,April,23,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,23,7,0,0,0
0BG1001361,2019,Qtr 2,April,23,CORRECTIVO,0.9,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,39,1.1,0.225,1730.3
0BG2939611,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,23,5,0,0,1573
0BG2946876,2019,Qtr 2,April,23,CORRECTIVO,0.5333334,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,24,8,0.8,0.13333335,1258.4
0BG2947153,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,23,25,0,0,1573
0BG2947925,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,23,21,0,0,1573
0BPB110653,2019,Qtr 2,April,23,CORRECTIVO,3.683333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,24,41,1.1,0,321.75
0C4X008138,2019,Qtr 2,April,23,CORRECTIVO,4.066667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,23,342,1.1,0,750.75
0C4X011068,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,23,23,0,0,715
0C7X225095,2019,Qtr 2,April,23,CORRECTIVO,2.433333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,ESTADO DE MEXICO,2019,Qtr 2,April,25,69,1.05,0.4866666,750.75
0C7X246862,2019,Qtr 2,April,23,CORRECTIVO,1.466667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,25,85,1.05,0.2933334,750.75
0D6X452141,2019,Qtr 2,April,23,CORRECTIVO,0.1166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,28,0.6,0.02333334,429
0D6X470918,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,23,33,1.1,0,715
0EX9293087,2019,Qtr 2,April,23,CORRECTIVO,2.8,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,32,1.05,0.56,1433.25
0EX9293121,2019,Qtr 2,April,23,CORRECTIVO,3.416667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,7,0.6,0.6833334,819
0EX9293351,2019,Qtr 2,April,23,CORRECTIVO,1.933333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,64,1.1,0.3866666,1501.5
0EX9293385,2019,Qtr 2,April,23,CORRECTIVO,1.566667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,23,20,0.8,0.3133334,1092
0EX9293386,2019,Qtr 2,April,23,CORRECTIVO,0.7166666,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,23,8,0.6,0.14333332,819
0EX9293387,2019,Qtr 2,April,23,CORRECTIVO,0.8333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,26,8,0.6,0.16666666,819
0EX9297293,2019,Qtr 2,April,23,CORRECTIVO,0.7666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,24,25,0.8,0.15333334,1092
0EX9297565,2019,Qtr 2,April,23,CORRECTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,23,25,0.8,0,1092
0LA8444144,2019,Qtr 2,April,23,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,46,0,0,715
0LX5697800,2019,Qtr 2,April,23,CORRECTIVO,2.466667,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,26,32,1.05,0.4933334,1433.25
0LX5822381,2019,Qtr 2,April,23,CORRECTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,23,15,0.6,0,819
0VGW632064,2019,Qtr 2,April,23,CORRECTIVO,0,A3 Professional Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,23,14,0.6,0,819
0X76373202,2019,Qtr 2,April,23,CORRECTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,23,104,1.1,0,1501.5
0XEL555336,2019,Qtr 2,April,23,CORRECTIVO,0.8666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,SAN LUIS POTOSI,2019,Qtr 2,April,23,14,0.6,0.17333334,819
0XPN548251,2019,Qtr 2,April,23,CORRECTIVO,1.9,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,23,68,1.15,0.475,1808.95
0Y4X826347,2019,Qtr 2,April,23,CORRECTIVO,1.85,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,30,69,1.1,0.37,1501.5
03AG876220,2019,Qtr 2,April,24,CORRECTIVO,1.683333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,47,1.05,0.3366666,687.75
03AG879962,2019,Qtr 2,April,24,CORRECTIVO,0.3833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,16,0.8,0.07666666,1092
03AG880350,2019,Qtr 2,April,24,CORRECTIVO,2.083333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,24,35,1.05,0.4166666,1433.25
09HB325846,2019,Qtr 2,April,24,CORRECTIVO,3.333333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,25,357,1.05,0.370370333333333,750.75
0A1H020591,2019,Qtr 2,April,24,CORRECTIVO,1.75,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,24,6,0.6,0.4375,943.8
0A1H021665,2019,Qtr 2,April,24,CORRECTIVO,1.566667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,24,29,1.05,0.39166675,1651.65
0A2T382396,2019,Qtr 2,April,24,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,1,0,0,0
0AB9779577,2019,Qtr 2,April,24,CORRECTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,85,1.05,0,750.75
0AGD460903,2019,Qtr 2,April,24,CORRECTIVO,2.233333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,ESTADO DE MEXICO,2019,Qtr 2,April,24,71,1.1,0,235.95
0AGE474522,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,24,9,0,0,1573
0B2R091016,2019,Qtr 2,April,24,CORRECTIVO,3.7,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,24,22,1.05,0.925,1651.65
0BG1001037,2019,Qtr 2,April,24,CORRECTIVO,1.716667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,26,50,1.1,0.42916675,1730.3
0BG2940370,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,16,0,0,1573
0BG2940928,2019,Qtr 2,April,24,CORRECTIVO,3.933333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,26,7,0.8,0.98333325,1258.4
0BG2947161,2019,Qtr 2,April,24,CORRECTIVO,1.083333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,25,19,1.05,0.27083325,1651.65
0BG2947468,2019,Qtr 2,April,24,CORRECTIVO,0.7833334,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,SAN LUIS POTOSI,2019,Qtr 2,April,24,126,1.15,0.19583335,1808.95
0BG2948799,2019,Qtr 2,April,24,CORRECTIVO,2.033333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,24,10,0.8,0.50833325,1258.4
0BG2951481,2019,Qtr 2,April,24,CORRECTIVO,1.633333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,TAMAULIPAS,2019,Qtr 2,April,29,35,1.1,0.40833325,1730.3
0C4X008636,2019,Qtr 2,April,24,CORRECTIVO,0.8,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,24,93,1.05,0.16,750.75
0C4X011834,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,24,23,0,0,715
0C7X246854,2019,Qtr 2,April,24,CORRECTIVO,0.2333333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,24,279,1.05,0.04666666,750.75
0E2B665653,2019,Qtr 2,April,24,CORRECTIVO,3.116667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,25,7,0.8,0.77916675,1258.4
0EX9283118,2019,Qtr 2,April,24,CORRECTIVO,4.516667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,24,49,1.05,0.9033334,1433.25
0EX9286123,2019,Qtr 2,April,24,CORRECTIVO,1.25,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,DURANGO,2019,Qtr 2,April,24,21,0.8,0.25,1092
0EX9297582,2019,Qtr 2,April,24,CORRECTIVO,0.9833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,25,9,0.6,0.109259255555556,819
0PW4111396,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,COAHUILA,2019,Qtr 2,April,24,8,0,0,1573
0VGW686533,2019,Qtr 2,April,24,CORRECTIVO,1.383333,A3 Professional Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,29,9,0.6,0.2766666,819
0WXP008416,2019,Qtr 2,April,24,CORRECTIVO,3.233333,Xerox Color Press,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,26,22,1.1,0.80833325,2359.5
0X76703902,2019,Qtr 2,April,24,CORRECTIVO,3.633333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,24,208,1.1,0.403703666666667,1501.5
0X76704334,2019,Qtr 2,April,24,CORRECTIVO,0.25,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,25,86,1.1,0.05,1501.5
0X76707825,2019,Qtr 2,April,24,CORRECTIVO,3.45,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,DURANGO,2019,Qtr 2,April,26,47,1.05,0.69,1433.25
0X76708202,2019,Qtr 2,April,24,CORRECTIVO,0.1833333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,XEROX MEXICANA SA DE CV / XEROX MEXICANA,DURANGO,2019,Qtr 2,April,24,29,0.8,0.03666666,1092
0XLT278481,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,9,0,0,715
0XLT861338,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0.1166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,25,146,0,0,715
0XLT993509,2019,Qtr 2,April,24,CORRECTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,XEROX MEXICANA SA DE CV / XEROX MEXICANA,CHIHUAHUA,2019,Qtr 2,April,24,128,1.05,0,750.75
0XPN546684,2019,Qtr 2,April,24,CORRECTIVO,3.85,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,MICHOACAN,2019,Qtr 2,April,24,148,1.15,0.9625,1808.95
0XPN547501,2019,Qtr 2,April,24,CORRECTIVO,2.416667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,XEROX MEXICANA SA DE CV / XEROX MEXICANA,SAN LUIS POTOSI,2019,Qtr 2,April,24,29,1.05,0.60416675,1651.65
03AG879434,2019,Qtr 2,April,25,CORRECTIVO,1.416667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,QUERETARO,2019,Qtr 2,April,25,31,1.05,0.2833334,1433.25
03AG880377,2019,Qtr 2,April,25,CORRECTIVO,0.06666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,25,21,0.8,0.013333334,1092
03BT802359,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,JALISCO,2019,Qtr 2,April,25,28,0,0,715
09HB321576,2019,Qtr 2,April,25,CORRECTIVO,0.5666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,XEROX MEXICANA SA DE CV / XEROX MEXICANA,NUEVO LEON,2019,Qtr 2,April,26,94,1.05,0.11333334,750.75
0A1H022151,2019,Qtr 2,April,25,CORRECTIVO,0.2666667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,XEROX MEXICANA SA DE CV / XEROX MEXICANA,GUANAJUATO,2019,Qtr 2,April,26,64,1.15,0.066666675,1808.95
